NC3H7O2=C3H6OOH1-2                                	19.1162	1.1000	30100.0	17.2787	1.0420	24954.1	19.71	8.23	4.40	2.75	1.91	1.42	1.12	1.10	1.30	1.50	1.71	1.91	2.11	2.30	2.49	2.67	
C3H6OOH1-3=OH+C3H6O1-2                            	58.9409	-5.2900	29002.8	31.8703	-0.9608	17551.5	85706.86	27643.93	13663.55	8704.13	6510.12	5415.18	4845.06	4563.53	4460.34	4479.15	4589.23	4773.16	5020.90	5326.75	5687.75	6102.69	
C3H6OOH2-1=OH+C3H6O1-2                            	42.5385	-2.0000	14250.8	25.4680	-0.0928	15855.3	927.51	500.52	307.78	206.55	147.49	110.29	85.45	68.09	55.50	46.09	38.89	33.25	28.75	25.11	22.12	19.64	
O2+C3H6OOH1-2=C3H6OOH1-2O2                        	52.5515	-3.2800	2694.9	39.9174	-2.3070	729.8	100.44	116.96	127.39	133.48	136.55	137.56	137.17	135.84	133.88	131.52	128.91	126.16	123.34	120.50	117.67	114.90	
C3H6OOH1-3O2=C3KET13+OH                           	12.0257	1.4800	16237.9	22.8905	0.5778	19534.5	6.96	10.26	13.26	15.80	17.89	19.56	20.87	21.88	22.64	23.20	23.59	23.85	24.00	24.06	24.06	23.99	
C4H10=NC3H7+CH3                                   	63.7125	-2.7300	98193.5	64.9359	-2.9854	92770.0	163.09	62.68	31.46	18.68	12.41	8.92	6.79	5.40	4.44	3.75	3.24	2.84	2.53	2.28	2.08	1.91	
C4H10+HO2=PC4H9+H2O2                              	3.0350	3.5900	15600.0	5.3241	3.2494	15399.5	1.45	1.32	1.22	1.15	1.09	1.04	1.00	1.04	1.08	1.11	1.14	1.17	1.20	1.23	1.26	1.28	
C4H10+O2=SC4H9+HO2                                	31.3199	0.0000	49800.0	30.4415	0.0292	50572.7	4.37	3.82	3.47	3.22	3.04	2.90	2.79	2.71	2.63	2.57	2.52	2.47	2.44	2.40	2.37	2.34	
C4H10+O=SC4H9+OH                                  	31.6599	0.0000	5200.0	24.5258	0.2764	4755.5	143.88	147.40	148.98	149.43	149.21	148.57	147.68	146.63	145.50	144.31	143.10	141.89	140.68	139.49	138.32	137.18	
C4H10+HO2=SC4H9+H2O2                              	4.8395	3.3700	13720.0	4.5536	3.3712	14211.5	2.17	1.99	1.88	1.80	1.74	1.69	1.65	1.62	1.60	1.57	1.56	1.54	1.53	1.51	1.50	1.49	
C4H10+CH3O2=SC4H9+CH3O2H                          	4.8363	3.3700	15220.0	0.7859	3.6299	13772.0	2.66	3.23	3.69	4.06	4.36	4.60	4.80	4.96	5.09	5.19	5.28	5.35	5.41	5.46	5.50	5.53	
PC4H9+O2=PC4H9O2                                  	38.7678	-1.6270	198.7	38.5532	-2.0829	2637.8	245.36	177.10	141.85	121.08	107.73	98.63	92.13	87.35	83.74	80.97	78.81	77.12	75.78	74.72	73.89	73.23	
NC5H12+OH=C5H11-2+H2O                             	23.3702	0.9350	504.7	17.4398	1.5753	1584.8	20.87	15.49	12.33	10.27	8.83	7.77	6.96	6.32	5.80	5.37	5.00	4.69	4.42	4.19	3.98	3.80	
NC5H12+O2=C5H11-3+HO2                             	30.2701	0.0000	50160.0	31.3086	-0.0311	50692.6	1.36	1.48	1.57	1.64	1.70	1.74	1.78	1.81	1.84	1.86	1.88	1.90	1.91	1.93	1.94	1.95	
NC5H12+H=C5H11-3+H2                               	14.0779	2.4000	4471.0	16.3776	1.7289	3848.4	3.47	4.35	5.20	6.02	6.80	7.56	8.29	9.00	9.69	10.36	11.02	11.65	12.28	12.89	13.49	14.08	
C5H11-2=C3H6+C2H5                                 	27.2857	0.6900	29636.7	25.1864	0.8173	27482.4	2.36	1.69	1.33	1.11	1.03	1.15	1.25	1.34	1.42	1.50	1.56	1.62	1.67	1.72	1.76	1.80	
C5H11O2-2=C5H10OOH2-1                             	20.4072	1.1000	33500.0	20.3322	0.9793	32619.2	1.06	1.11	1.26	1.39	1.50	1.59	1.68	1.75	1.82	1.88	1.94	1.99	2.04	2.08	2.12	2.16	
C5H11O2-2=C5H10OOH2-3                             	21.2633	0.9000	29500.0	19.2030	0.8002	24811.6	7.67	3.43	1.93	1.25	1.13	1.48	1.85	2.23	2.62	3.00	3.38	3.75	4.12	4.47	4.82	5.15	
C5H10OOH1-3=OH+CH2O+C4H8-1                        	20.6290	1.4000	25500.0	22.3344	1.1203	25379.1	1.09	1.02	1.04	1.09	1.14	1.18	1.22	1.25	1.29	1.32	1.35	1.38	1.40	1.43	1.45	1.48	
C5H10OOH3-1=OH+C2H5CHO+C2H4                       	42.5766	-1.7300	26820.0	21.2712	1.0828	22992.9	1.03	1.11	1.14	1.10	1.03	1.05	1.15	1.27	1.41	1.56	1.73	1.92	2.12	2.33	2.57	2.82	
C5H10OOH1-3O2=NC5KET13+OH                         	9.3038	2.4000	19900.0	11.8456	1.9528	19938.9	1.32	1.42	1.52	1.60	1.69	1.76	1.84	1.91	1.97	2.04	2.10	2.16	2.22	2.27	2.33	2.38	
CJOCOCO2H=C3H6O3_15+OH                            	46.8138	-2.4799	17501.3	42.2698	-1.9302	18999.8	13.96	9.82	7.54	6.12	5.17	4.49	3.97	3.58	3.26	3.01	2.79	2.61	2.46	2.32	2.21	2.10	
CH3OCH2OCH3+H=CH3OCH2OCH2+H2                      	15.4329	2.3000	6453.2	16.6209	1.9559	4155.7	3.90	2.49	1.80	1.39	1.14	1.03	1.19	1.33	1.48	1.61	1.75	1.87	2.00	2.12	2.23	2.34	
CH3OCH2OCH3+CH3=CH3OCH2OCH2+CH4                   	5.5413	3.1200	9345.1	7.7658	2.7000	7071.2	6.71	4.24	3.03	2.33	1.89	1.60	1.38	1.22	1.10	1.00	1.09	1.17	1.25	1.33	1.41	1.49	
CH3OCH2OCH3+O=CH3OCH2OCH2+OH                      	15.5075	2.1480	3080.8	12.1962	2.5207	2374.0	1.33	1.40	1.44	1.46	1.46	1.46	1.46	1.45	1.44	1.43	1.42	1.40	1.39	1.38	1.36	1.35	
COCO2JOCO2H=COCO2HOC*O+OH                         	18.3673	1.0850	18604.0	27.0160	-0.0296	16739.4	36.55	21.82	14.69	10.71	8.24	6.60	5.45	4.61	3.97	3.47	3.07	2.75	2.48	2.26	2.07	1.91	
COCO2HOCO2J=COC*OOCO2H+OH                         	23.9966	0.8060	17141.0	15.0246	0.8525	15990.2	1853.49	2229.18	2540.49	2799.84	3017.78	3202.62	3360.82	3497.38	3616.17	3720.25	3812.02	3893.43	3966.02	4031.06	4089.61	4142.52	
CH3OCH3=CH3+CH3O                                  	44.5950	-0.6610	84139.0	50.7676	-1.0236	76561.8	103267.90	27118.37	10344.50	4988.52	2814.67	1773.53	1211.40	879.29	668.92	528.10	429.53	357.96	304.37	263.20	230.86	204.97	
CH3OCH3+OH=CH3OCH2+H2O                            	13.7483	2.2900	-780.7	13.5422	2.1416	640.8	12.92	10.46	9.03	8.10	7.47	7.00	6.66	6.39	6.17	6.00	5.86	5.74	5.64	5.56	5.49	5.43	
CH3OCH3+CH3=CH3OCH2+CH4                           	1.9488	3.7800	9687.1	9.6677	2.5888	6705.5	27.58	13.46	7.84	5.11	3.61	2.69	2.10	1.69	1.39	1.18	1.01	1.14	1.30	1.46	1.62	1.79	
CH3OCH2O2=CH2OCH2O2H                              	33.5445	-1.1300	20034.0	17.8507	0.6488	17657.1	9.46	10.19	10.30	10.05	9.63	9.12	8.58	8.05	7.53	7.05	6.60	6.19	5.80	5.45	5.13	4.83	
OME2+CH3O=OME2A+CH3OH                             	1.2060	3.6200	1386.2	-0.9712	3.8570	5815.2	174.50	79.50	45.09	29.34	20.94	15.94	12.73	10.53	8.96	7.79	6.89	6.18	5.62	5.15	4.76	4.44	
OME2BO2=OME2_OOH3_5                               	19.1908	0.9900	18451.2	21.1358	0.1444	16923.2	5.88	8.87	12.13	15.58	19.16	22.81	26.51	30.25	34.00	37.77	41.53	45.29	49.03	52.77	56.50	60.21	
OME2_OOH3_1=COCOC*O+CH2O+OH                       	23.3765	1.2400	21319.3	26.5107	0.2120	17437.1	1.92	1.20	2.25	3.65	5.41	7.49	9.86	12.51	15.39	18.49	21.79	25.26	28.88	32.65	36.55	40.56	
OME2_OOH3_1=C4H8O4_13+OH                          	31.2971	-0.2000	20411.1	43.3538	-1.9792	19287.1	8.42	5.04	3.35	2.39	1.79	1.39	1.12	1.09	1.30	1.53	1.78	2.05	2.33	2.63	2.94	3.27	
OME2_OOH3_5=COCO2HOC*O+CH3                        	24.7486	0.6300	16443.6	27.9031	0.1258	16841.4	1.46	1.50	1.54	1.59	1.64	1.70	1.75	1.80	1.85	1.90	1.95	1.99	2.04	2.09	2.13	2.18	
OME2_OOH3_5=CH3OCHO+CH3OCHO+OH                    	40.5126	-0.8000	15272.5	24.2460	0.4578	16665.6	18996.71	11956.28	8334.87	6217.10	4863.64	3940.75	3279.72	2787.66	2409.90	2112.46	1873.28	1677.50	1514.79	1377.78	1261.08	1160.68	
C2H5OC2H5+H=C2H5OCH2CH2+H2                        	19.2751	1.9300	10743.0	15.8241	2.0844	5281.8	20.18	8.30	4.42	2.76	1.92	1.44	1.14	1.07	1.26	1.45	1.63	1.81	1.99	2.15	2.31	2.47	
C2H5OC2H5+OH=C2H5OCH2CH2+H2O                      	21.7349	1.3000	4138.0	14.3988	1.9913	2170.6	2.89	3.54	4.03	4.38	4.63	4.81	4.93	5.00	5.04	5.06	5.05	5.04	5.01	4.97	4.93	4.89	
C2H5OCH2CH2=C2H5O+C2H4                            	45.3281	-2.0200	25971.0	27.7959	-0.0115	27209.1	542.43	305.57	193.30	132.26	95.74	72.30	56.42	45.19	36.97	30.78	26.02	22.27	19.27	16.83	14.83	13.16	
C2H5OCH2CH2+O2=C4H9OaOO                           	35.1092	-0.9752	-351.6	32.9919	-1.0727	633.9	41.06	35.42	31.96	29.63	27.98	26.75	25.81	25.07	24.48	23.99	23.59	23.25	22.97	22.72	22.52	22.34	
C4H9OaOO=C4H8OaOOHc                               	14.0306	1.2800	14623.8	15.1587	1.1125	18080.6	29.73	17.16	11.64	8.72	6.99	5.86	5.09	4.52	4.10	3.77	3.51	3.30	3.13	2.99	2.86	2.76	
C4H9OaOO=C4H8OaOOHd                               	12.2453	1.4200	20871.6	14.5567	1.1227	17004.3	77.94	38.59	23.19	15.75	11.60	9.06	7.38	6.20	5.35	4.70	4.20	3.80	3.47	3.20	2.98	2.79	
C4H8ObOOHa=C4H8OcyOab+OH                          	24.8292	0.6300	12036.5	28.2404	-0.1746	16053.3	279.15	164.79	115.29	89.47	74.29	64.59	58.04	53.41	50.04	47.53	45.63	44.18	43.07	42.21	41.56	41.07	
C4H8ObOOHd=C4H8OcyOac+OH                          	24.3288	0.2700	14927.9	22.8773	0.4456	15208.7	1.90	1.76	1.65	1.57	1.51	1.46	1.42	1.38	1.35	1.32	1.30	1.28	1.26	1.24	1.22	1.21	
C2H5OCH2OC2H5+H=C2H5OCHOC2H5+H2                   	15.6205	2.0900	5009.2	14.8964	2.2043	4520.1	1.61	1.52	1.46	1.42	1.39	1.37	1.35	1.34	1.33	1.32	1.32	1.31	1.31	1.31	1.31	1.31	
C2H5OCH2OC2H4s=C2H5OCH2+CH3CHO                    	27.1956	0.5770	22818.4	25.6959	0.2598	20942.4	4.87	7.07	9.29	11.47	13.58	15.59	17.51	19.34	21.07	22.72	24.29	25.79	27.22	28.59	29.90	31.15	
C3H8+OH=IC3H7+H2O                                 	12.8316	2.3051	-561.3	17.3926	1.5437	4579.6	209.57	101.65	61.74	43.06	32.89	26.73	22.72	19.96	17.97	16.49	15.37	14.49	13.80	13.25	12.80	12.43	
C3H8+CH3O=NC3H7+CH3OH                             	26.4270	0.0000	7000.0	21.7644	0.8404	5891.6	5.34	5.17	5.15	5.22	5.33	5.48	5.64	5.82	6.00	6.20	6.39	6.59	6.80	7.00	7.21	7.42	
IC3H7O2=C3H6OOH2-1                                	20.0020	1.1000	33500.0	20.4217	0.9286	28559.3	75.72	32.04	17.26	10.82	7.51	5.60	4.39	3.58	3.01	2.60	2.28	2.03	1.84	1.68	1.54	1.43	
O2+C3H6OOH1-3=C3H6OOH1-3O2                        	41.8250	-1.8500	1005.8	29.6282	-0.6661	211.1	56.78	52.28	47.91	43.93	40.40	37.28	34.54	32.11	29.97	28.06	26.36	24.83	23.45	22.21	21.07	20.04	
C3H6OOH1-2O2=OH+C3KET12                           	23.6937	0.1540	25612.0	11.6003	1.1564	18767.3	2.79	1.06	1.83	2.97	4.25	5.61	6.97	8.30	9.55	10.71	11.78	12.74	13.61	14.38	15.07	15.67	
C4H10=C2H5+C2H5                                   	66.1072	-2.8700	96053.4	64.7916	-2.7712	94438.1	2.52	1.96	1.64	1.43	1.30	1.20	1.12	1.06	1.02	1.02	1.05	1.08	1.11	1.13	1.15	1.17	
C4H10+OH=SC4H9+H2O                                	18.3524	1.6100	-35.0	20.2169	1.0569	4844.5	654.35	319.26	193.76	134.56	102.12	82.40	69.48	60.53	54.06	49.21	45.48	42.55	40.21	38.30	36.73	35.42	
C4H10+CH3O=SC4H9+CH3OH                            	27.1202	0.0000	7000.0	25.6288	0.2428	6211.8	2.25	2.06	1.95	1.87	1.82	1.79	1.77	1.75	1.74	1.73	1.73	1.73	1.73	1.73	1.73	1.74	
SC4H9+O2=SC4H9O2                                  	33.4852	-0.8160	-536.5	32.4094	-0.9399	-109.7	9.73	9.26	8.97	8.78	8.65	8.55	8.49	8.44	8.41	8.39	8.37	8.36	8.36	8.36	8.37	8.37	
SC4H9O2=C4H8OOH2-4                                	16.4820	1.4000	20800.0	17.2851	1.0341	21036.2	5.52	5.67	5.84	6.00	6.16	6.32	6.47	6.62	6.77	6.91	7.05	7.18	7.31	7.43	7.55	7.67	
C4H8OOH2-4=OH+CH3CHO+C2H4                         	19.5456	1.5000	23500.0	26.2563	0.2210	23139.3	2.40	3.22	4.09	5.01	5.98	6.98	8.02	9.08	10.18	11.31	12.46	13.63	14.83	16.05	17.29	18.55	
NC5H12=NC3H7+C2H5                                 	67.4657	-2.8700	95800.6	65.3973	-2.9000	93641.1	1.09	1.57	2.04	2.49	2.90	3.28	3.64	3.96	4.25	4.53	4.78	5.01	5.22	5.42	5.60	5.77	
NC5H12+O2=C5H11-1+HO2                             	31.3687	0.0000	52800.0	29.5956	0.0635	49789.1	5.22	3.18	2.24	1.73	1.41	1.20	1.05	1.06	1.16	1.26	1.35	1.43	1.51	1.58	1.64	1.70	
NC5H12+O=C5H11-1+OH                               	32.3584	0.0000	7850.0	23.9594	0.7832	5751.1	4.14	5.10	5.81	6.32	6.67	6.91	7.06	7.14	7.18	7.18	7.15	7.11	7.05	6.97	6.89	6.81	
NC5H12+HO2=C5H11-1+H2O2                           	3.0350	3.5900	15600.0	3.1792	3.4156	13427.6	3.48	2.34	1.76	1.41	1.19	1.03	1.09	1.20	1.30	1.40	1.50	1.58	1.66	1.74	1.82	1.89	
NC5H12+CH3=C5H11-1+CH4                            	-0.1009	3.6500	7154.0	11.7622	2.4937	6488.5	210.03	152.14	117.55	94.88	79.04	67.42	58.57	51.64	46.07	41.52	37.73	34.53	31.80	29.44	27.39	25.58	
NC5H12+O2=C5H11-2+HO2                             	30.9632	0.0000	50160.0	29.4163	0.0732	49012.2	1.07	1.12	1.27	1.40	1.50	1.59	1.66	1.73	1.78	1.83	1.87	1.91	1.94	1.97	1.99	2.02	
NC5H12+CH3=C5H11-2+CH4                            	12.0317	2.1330	7574.0	12.1839	2.4874	5731.1	67.31	52.71	44.64	39.66	36.35	34.04	32.37	31.11	30.16	29.43	28.85	28.40	28.05	27.76	27.54	27.37	
NC5H12+CH3O=C5H11-2+CH3OH                         	26.1169	0.0000	5000.0	24.4357	0.4066	4875.6	2.64	2.78	2.92	3.05	3.17	3.29	3.40	3.50	3.61	3.70	3.80	3.89	3.98	4.06	4.14	4.22	
NC5H12+OH=C5H11-3+H2O                             	15.5597	1.8110	-1015.5	21.4980	1.0852	2870.3	11.98	7.13	5.00	3.89	3.23	2.80	2.52	2.31	2.16	2.05	1.96	1.89	1.84	1.80	1.77	1.74	
C5H11-1=C2H4+NC3H7                                	27.5606	0.6300	29397.7	26.9866	0.4350	28824.9	3.35	3.82	4.22	4.56	4.86	5.12	5.35	5.56	5.76	5.93	6.10	6.25	6.39	6.52	6.65	6.77	
C5H11O2-1=C5H10OOH1-4                             	15.1287	1.2000	16600.0	15.8968	1.1390	20010.2	20.98	11.97	8.03	5.96	4.73	3.93	3.39	2.99	2.69	2.46	2.28	2.13	2.00	1.90	1.81	1.74	
C5H10OOH2-4+O2=C5H10OOH2-4O2                      	32.6866	-0.8160	-536.5	35.7537	-1.5410	1771.6	43.02	33.34	28.28	25.31	23.46	22.26	21.46	20.93	20.59	20.39	20.28	20.25	20.27	20.34	20.45	20.59	
CH3OCH2OCH3=CH3+CH3OCH2O                          	40.6164	0.0000	81656.0	49.1641	-1.3738	82359.7	2.01	2.29	2.61	2.94	3.29	3.66	4.03	4.43	4.83	5.24	5.67	6.10	6.55	7.00	7.46	7.94	
CH3OCH2OCH3+O2=CH3OCH2OCH2+HO2                    	9.8416	2.8220	42590.8	13.5673	2.4858	40210.9	56.36	35.56	25.39	19.60	15.95	13.48	11.71	10.38	9.36	8.55	7.89	7.34	6.89	6.50	6.16	5.87	
CH3OCH2OCH3+CH3O=CH3OCH2OCH2+CH3OH                	6.8876	2.9310	3441.0	5.1692	3.1176	5967.9	22.24	14.07	10.10	7.85	6.44	5.48	4.80	4.28	3.89	3.58	3.33	3.12	2.94	2.79	2.66	2.55	
COCJOCO2H=CH3OCHO+CH2O+OH                         	28.5632	0.3700	18486.1	28.3855	0.2407	18103.5	1.81	1.98	2.12	2.23	2.32	2.41	2.48	2.54	2.60	2.66	2.70	2.75	2.79	2.83	2.86	2.90	
OME2+CH3O=OME2B+CH3OH                             	6.8287	2.8800	1553.5	2.5160	3.4189	5077.6	90.94	45.64	27.53	18.67	13.69	10.62	8.59	7.17	6.13	5.34	4.73	4.24	3.85	3.52	3.25	3.01	
OME2+HO2=OME2A+H2O2                               	-6.9559	4.7800	10420.6	-2.3122	4.2342	9917.9	5.80	4.83	4.18	3.71	3.36	3.08	2.86	2.68	2.52	2.39	2.27	2.17	2.08	2.00	1.93	1.86	
OME2AO2=OME2_OOH1_5                               	15.7685	1.0200	11759.1	18.3053	0.8423	15534.4	10.67	5.85	3.82	2.79	2.19	1.80	1.54	1.36	1.22	1.11	1.03	1.04	1.10	1.16	1.22	1.27	
OME2BO2=OME2_OOH3_7                               	22.2251	0.2800	16587.0	17.0644	1.0300	16962.0	2.40	1.97	1.68	1.47	1.31	1.18	1.08	1.00	1.07	1.15	1.22	1.29	1.36	1.43	1.50	1.56	
OME2_OOH3_7=CH2O+COCO2HOCJ                        	42.8551	-1.8300	24976.1	25.6556	0.3146	17925.6	25.13	11.39	6.81	4.81	3.78	3.20	2.84	2.62	2.48	2.39	2.34	2.32	2.32	2.33	2.36	2.40	
OME2_OOH3_7=C4H8O4_15+OH                          	48.1097	-2.3700	21247.6	31.3410	-0.4496	18724.1	9.92	10.67	10.74	10.42	9.92	9.33	8.72	8.12	7.56	7.03	6.54	6.09	5.68	5.30	4.96	4.65	
